DATE.spb,CONFIRMED.spb,RECOVERED.spb,ACTIVE.spb,IN_HOSPITALS.spb,HOSPITALIZED_TODAY.spb,PCR_TESTS,V1.CS,V1.TODAY,V2.CS,V2.TODAY,V.REMAINING,VR1.CS,VR1.TODAY,VR2.CS,VR2.TODAY,DESIGNATED_BEDS,FREE_BEDS,OCCUPIED_BEDS_CALCULATED,WEEKLY.REPORTS.WEEK.END,WEEKLY.REPORTS.BEDS_OCCUPIED.hard,WEEKLY.REPORTS.BEDS_OCCUPIED.mid,WEEKLY.REPORTS.BEDS_OCCUPIED.lite,WEEKLY.REPORTS.BEDS_FREE,VENT
2020-09-03,NA,NA,NA,NA,201,21351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-04,NA,NA,NA,NA,180,22715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-05,NA,NA,NA,NA,245,22276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-06,NA,NA,NA,NA,160,17891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-06,701,1809,186,1326,NA
2020-09-07,NA,NA,NA,NA,129,12995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-08,NA,NA,NA,NA,237,15431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-09,NA,NA,NA,NA,243,18785,NA,NA,NA,NA,NA,NA,NA,NA,NA,3516,840,2676,NA,NA,NA,NA,NA,NA
2020-09-10,NA,NA,NA,NA,200,23722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-11,NA,NA,NA,NA,231,23789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12,NA,NA,NA,NA,233,23796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-13,NA,NA,NA,NA,185,18522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-13,720,1974,184,1144,NA
2020-09-14,NA,NA,NA,NA,157,11050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-15,NA,NA,NA,NA,180,17981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-16,NA,NA,NA,NA,269,23625,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653,550,3103,NA,NA,NA,NA,NA,NA
2020-09-17,NA,NA,NA,NA,257,24078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-18,NA,NA,NA,NA,213,23994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-19,NA,NA,NA,NA,281,24634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-20,NA,NA,NA,NA,207,19225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-20,789,2214,207,932,NA
2020-09-21,NA,NA,NA,NA,176,12301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-22,NA,NA,NA,NA,287,18137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-23,NA,NA,NA,NA,299,23060,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076,849,3227,NA,NA,NA,NA,NA,NA
2020-09-24,NA,NA,NA,NA,262,25701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-25,NA,NA,NA,NA,303,28252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-26,NA,NA,NA,NA,292,26201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-27,NA,NA,NA,NA,232,22048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-27,814,2566,216,-192,NA
2020-09-28,NA,NA,NA,NA,232,15646,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076,608,3468,NA,NA,NA,NA,NA,NA
2020-09-29,NA,NA,NA,NA,308,24390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,NA,NA,NA,NA,356,26652,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076,536,3540,NA,NA,NA,NA,NA,NA
2020-10-01,NA,NA,NA,NA,330,29205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-02,NA,NA,NA,NA,353,30687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-03,NA,NA,NA,NA,398,28781,NA,NA,NA,NA,NA,NA,NA,NA,NA,4640,844,3796,NA,NA,NA,NA,NA,NA
2020-10-04,NA,NA,NA,NA,258,21004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-04,927,2866,200,81,NA
2020-10-05,NA,NA,NA,NA,217,13686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-06,NA,NA,NA,NA,375,24161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-07,NA,NA,NA,NA,432,28993,NA,NA,NA,NA,NA,NA,NA,NA,NA,4930,858,4072,NA,NA,NA,NA,NA,NA
2020-10-08,NA,NA,NA,NA,358,29488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-09,NA,NA,NA,NA,386,30236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,NA,NA,NA,NA,404,29670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-11,NA,NA,NA,NA,410,24153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-11,1192,3088,213,-59,NA
2020-10-12,NA,NA,NA,NA,244,15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-13,NA,NA,NA,NA,269,26931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-14,NA,NA,NA,NA,501,34287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,NA,NA,NA,NA,388,35207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-16,NA,NA,NA,NA,430,30944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-17,NA,NA,NA,NA,417,32736,NA,NA,NA,NA,NA,NA,NA,NA,NA,5815,941,4874,NA,NA,NA,NA,NA,NA
2020-10-18,NA,NA,NA,NA,454,27633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-18,1272,3840,283,134,NA
2020-10-19,NA,NA,NA,NA,332,25742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-20,NA,NA,NA,NA,316,32259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-21,NA,NA,NA,NA,564,30195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-22,NA,NA,NA,NA,473,33986,NA,NA,NA,NA,NA,NA,NA,NA,NA,6240,949,5291,NA,NA,NA,NA,NA,NA
2020-10-23,NA,NA,NA,NA,475,40898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-24,NA,NA,NA,NA,483,37748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-25,NA,NA,NA,NA,546,30074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-25,1139,4502,471,315,NA
2020-10-26,NA,NA,NA,NA,395,21663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-27,NA,NA,NA,NA,354,33424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,NA,NA,NA,NA,642,38326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-29,NA,NA,NA,NA,625,38424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-30,NA,NA,NA,NA,620,36176,NA,NA,NA,NA,NA,NA,NA,NA,NA,7713,1625,6088,NA,NA,NA,NA,NA,NA
2020-10-31,NA,NA,NA,NA,618,37870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01,NA,NA,NA,NA,639,33949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01,1142,4799,486,1000,NA
2020-11-02,NA,NA,NA,NA,451,21507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-03,NA,NA,NA,NA,487,30663,NA,NA,NA,NA,NA,NA,NA,NA,NA,7913,1475,6438,NA,NA,NA,NA,NA,NA
2020-11-04,NA,NA,NA,NA,707,36323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,NA,NA,NA,NA,658,34319,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653,803,7850,NA,NA,NA,NA,NA,NA
2020-11-06,NA,NA,NA,NA,682,44536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-07,NA,NA,NA,NA,807,40210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-08,NA,NA,NA,NA,806,34233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-08,1628,6379,570,-642,NA
2020-11-09,NA,NA,NA,NA,652,25651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-10,NA,NA,NA,NA,556,32887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-11,NA,NA,NA,NA,769,34561,NA,NA,NA,NA,NA,NA,NA,NA,NA,9613,605,9008,NA,NA,NA,NA,NA,NA
2020-11-12,NA,NA,NA,NA,790,39930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-13,NA,NA,NA,NA,854,40187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-14,NA,NA,NA,NA,840,41645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-15,NA,NA,NA,NA,823,36069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-15,1725,6920,833,768,NA
2020-11-16,NA,NA,NA,NA,570,24718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-17,NA,NA,NA,NA,520,36097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-18,NA,NA,NA,NA,825,34144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-19,NA,NA,NA,NA,790,39789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-20,NA,NA,NA,NA,783,43237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-21,NA,NA,NA,NA,799,43103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-22,NA,NA,NA,NA,737,38023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-22,2052,6658,784,752,NA
2020-11-23,NA,NA,NA,NA,593,26468,NA,NA,NA,NA,NA,NA,NA,NA,NA,10846,878,9968,NA,NA,NA,NA,NA,NA
2020-11-24,NA,NA,NA,NA,566,33683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-25,NA,NA,NA,NA,917,32994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-26,NA,NA,NA,NA,826,39785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-27,NA,NA,NA,NA,826,38407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-28,NA,NA,NA,NA,884,39849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-29,NA,NA,NA,NA,874,37043,NA,NA,NA,NA,NA,NA,NA,NA,NA,10846,822,10024,2020-11-29,2153,6742,689,662,NA
2020-11-30,NA,NA,NA,NA,567,24218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01,NA,NA,NA,NA,597,31487,NA,NA,NA,NA,NA,NA,NA,NA,NA,10901,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02,NA,NA,NA,NA,896,34076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-03,NA,NA,NA,NA,827,41108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-04,NA,NA,NA,NA,817,39802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-05,NA,NA,NA,NA,823,42810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-06,NA,NA,NA,NA,859,36736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-06,2249,7144,774,134,NA
2020-12-07,NA,NA,NA,NA,703,26499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-08,NA,NA,NA,NA,612,34775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-09,4402,3239,62055,6385,933,35752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-10,5144,2451,63410,6311,850,44588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-11,4592,2380,65473,6599,881,44511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-12,4247,2369,66625,6487,893,39681,NA,NA,NA,NA,NA,NA,NA,NA,NA,11151,834,10317,NA,NA,NA,NA,NA,NA
2020-12-13,1338,2151,67726,6490,886,40525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-13,2292,7113,740,406,NA
2020-12-14,1418,909,NA,NA,736,26950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-15,4459,1252,68453,6672,649,31533,NA,NA,NA,NA,NA,NA,NA,NA,NA,11151,431,10720,NA,NA,NA,NA,NA,NA
2020-12-16,4106,3168,69329,6803,1033,35593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-17,4371,3066,68725,6800,966,41035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-18,4636,3050,71724,6789,979,40636,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,4025,3025,70501,5146,913,45108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,1005,2326,71270,5047,893,39838,674,143,NA,NA,NA,NA,NA,NA,NA,10145,386,9759,2020-12-20,2444,7448,612,47,NA
2020-12-21,962,668,NA,NA,751,28925,1035,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-22,4178,1596,71890,5173,632,31435,1545,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-23,3505,2617,72255,5286,974,35258,2171,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-24,4733,2653,73000,5137,903,35289,3028,857,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-25,4158,3034,73828,4942,1028,43110,3879,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-26,3904,3906,73536,4857,936,42458,4180,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-27,3492,3128,73849,4895,916,37890,4268,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-27,2547,7232,679,717,NA
2020-12-28,NA,NA,NA,NA,773,22338,4898,630,NA,NA,NA,NA,NA,NA,NA,11925,NA,NA,NA,NA,NA,NA,NA,432
2020-12-29,3845,2109,74223,4875,694,33149,5357,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-30,4298,4278,73667,4805,851,34763,5870,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-31,NA,NA,NA,NA,881,39161,5927,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-01,1554,3058,73082,4470,869,32611,5942,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-02,888,945,73087,4475,638,16777,6066,124,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,1579,906,72977,4475,570,13183,6269,203,262,0,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-03,2381,6778,569,2050,NA
2021-01-04,1797,1624,NA,NA,690,10902,7014,745,262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,2195,1729,72944,4658,717,16253,8067,1053,262,0,14625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-06,1581,1788,72778,4697,792,20837,9347,1280,269,7,13345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424
2021-01-07,2140,1836,72540,4775,794,21800,10127,780,269,0,12565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-08,1163,1756,72286,4913,799,18651,11597,1470,344,75,11095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-09,2033,1641,71890,4848,725,20297,13007,1410,384,40,9685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-10,2141,2686,72576,4880,698,25602,13692,685,384,0,9000,NA,NA,NA,NA,NA,NA,NA,2021-01-10,2370,7078,559,1771,NA
2021-01-11,1505,1873,NA,NA,670,25340,15352,1660,630,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-12,3609,1258,71218,4831,596,29983,17025,1673,1099,469,25667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-13,4205,3425,70619,4669,823,37389,18477,1452,1795,696,24215,NA,NA,NA,NA,12488,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-14,4011,3551,70372,4603,785,38105,19885,1408,2592,797,22807,NA,NA,NA,NA,12488,2963,9525,NA,NA,NA,NA,NA,NA
2021-01-15,3274,3915,69804,4558,750,36812,21872,1987,3475,883,20820,NA,NA,NA,NA,12488,3160,9328,NA,NA,NA,NA,NA,NA
2021-01-16,3636,3625,69002,4405,718,36812,22349,477,3913,438,20343,NA,NA,NA,NA,12488,3233,9255,NA,NA,NA,NA,NA,372
2021-01-17,1233,3072,68602,4479,710,28134,22489,140,3967,54,20203,NA,NA,NA,NA,12488,3024,9464,2021-01-17,2103,6651,486,2648,367
2021-01-18,1095,1138,NA,NA,493,16389,24817,2328,4537,570,17875,NA,NA,NA,NA,12488,3087,9401,NA,NA,NA,NA,NA,NA
2021-01-19,2903,2259,67803,4556,463,21478,27499,2682,4986,449,15193,NA,NA,NA,NA,12488,3346,9142,NA,NA,NA,NA,NA,NA
2021-01-20,4006,2885,67493,4470,676,26700,30159,2660,5367,381,12533,NA,NA,NA,NA,12488,3577,8911,NA,NA,NA,NA,NA,NA
2021-01-21,3400,4194,66752,4445,565,31108,32453,2294,5590,223,19239,NA,NA,NA,NA,NA,3770,NA,NA,NA,NA,NA,NA,NA
2021-01-22,3195,4696,65212,4339,607,30753,35031,2578,5643,53,31511,NA,NA,NA,NA,12538,4088,8450,NA,NA,NA,NA,NA,NA
2021-01-23,3052,4205,63731,4317,611,30798,35920,889,5677,34,40922,NA,NA,NA,NA,12538,4137,8401,2021-01-23,2006,5844,408,3630,NA
2021-01-24,725,2260,63362,4272,489,25364,36225,305,5801,134,40667,NA,NA,NA,NA,12538,4049,8489,NA,NA,NA,NA,NA,328
2021-01-25,436,899,NA,NA,373,14958,39441,3216,6687,886,NA,NA,NA,NA,NA,12538,4059,8479,NA,NA,NA,NA,NA,NA
2021-01-26,2928,2422,61971,4380,415,19072,43542,4101,7761,1074,37850,NA,NA,NA,NA,12538,4280,8258,NA,NA,NA,NA,NA,NA
2021-01-27,2761,5795,58805,4344,593,24302,49408,5866,8860,1099,37734,NA,NA,NA,NA,12538,4576,7962,NA,NA,NA,NA,NA,NA
2021-01-28,2621,4124,56869,4228,521,30741,56068,6660,9691,1101,37474,NA,NA,NA,NA,12538,4665,7873,NA,NA,NA,NA,NA,NA
2021-01-29,2122,3628,55317,4219,610,29385,61894,5896,11150,1459,43348,NA,NA,NA,NA,12538,4944,7594,NA,NA,NA,NA,NA,NA
2021-01-30,1314,3409,53910,4226,498,28675,64812,2918,12221,1071,40430,NA,NA,NA,NA,12538,5029,7509,NA,NA,NA,NA,NA,NA
2021-01-31,992,1437,53427,3989,546,23093,66060,1248,12588,367,39182,NA,NA,NA,NA,12538,4889,7649,2021-01-31,1867,5204,336,4481,287
2021-02-01,926,1273,NA,NA,335,12771,72334,6274,15027,2439,37498,NA,NA,NA,NA,12538,4955,7583,NA,NA,NA,NA,NA,NA
2021-02-02,2792,1924,51729,4098,343,13835,78954,6620,16845,1818,42173,NA,NA,NA,NA,12538,5146,7392,NA,NA,NA,NA,NA,NA
2021-02-03,2487,3627,50014,4057,549,21275,86479,7525,18280,1435,46168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-04,2154,3153,48975,4001,491,26922,94463,7984,19609,1329,48579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-05,1868,3012,48222,3889,436,25942,102304,7841,21417,1808,54598,NA,NA,NA,NA,12538,5637,6901,NA,NA,NA,NA,NA,NA
2021-02-06,2466,2472,46796,3789,421,25203,106894,4590,21891,474,74263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-07,1316,2339,46509,3806,384,22838,109085,2191,22007,116,72072,NA,NA,NA,NA,11950,5071,6879,2021-02-07,1660,4703,213,4774,284
2021-02-08,627,1090,NA,NA,260,12003,117586,8501,24310,2303,83731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-09,2416,3739,45604,3858,251,14557,126473,8887,27011,2701,88389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-10,1938,3589,44826,3829,376,20875,135606,9133,29481,2470,83031,NA,NA,NA,NA,10650,4278,6372,NA,NA,NA,NA,NA,NA
2021-02-11,2149,3333,43134,3781,346,25124,144493,8887,31867,2386,87344,NA,NA,NA,NA,10650,4383,6267,NA,NA,NA,NA,NA,NA
2021-02-12,2193,3446,41769,3884,401,24842,153767,9274,34256,2389,105045,NA,NA,NA,NA,10650,4652,5998,NA,NA,NA,NA,NA,260
2021-02-13,1539,2678,40165,3697,381,24842,158563,4796,35009,753,116944,NA,NA,NA,NA,10650,4842,5808,NA,NA,NA,NA,NA,NA
2021-02-14,473,1545,39477,3588,350,19450,160626,2063,35287,278,114881,NA,NA,NA,NA,10250,4365,5885,2021-02-14,1479,4011,132,5028,249
2021-02-15,313,1497,NA,NA,280,12241,168745,8119,38340,3053,111847,NA,NA,NA,NA,9578,3771,5807,NA,NA,NA,NA,NA,NA
2021-02-16,1553,2931,38523,3551,257,12649,178247,9502,42424,4084,102345,NA,NA,NA,NA,9523,3882,5641,NA,NA,NA,NA,NA,NA
2021-02-17,1268,2882,37437,3471,404,18918,187661,9414,47716,5292,94776,NA,NA,NA,NA,9273,3895,5378,NA,NA,NA,NA,NA,NA
2021-02-18,1785,3234,36286,3362,384,23902,196173,8512,54324,6608,106364,NA,NA,NA,NA,9273,3957,5316,NA,NA,NA,NA,NA,NA
2021-02-19,1874,3676,35004,3374,443,22885,205343,9170,59773,5449,111294,NA,NA,NA,NA,9273,4066,5207,NA,NA,NA,NA,NA,NA
2021-02-20,1989,2696,34411,3406,365,22642,213220,7877,62708,2935,105817,NA,NA,NA,NA,9273,4156,5117,NA,NA,NA,NA,NA,217
2021-02-21,1349,2350,33710,3338,412,22941,215407,2187,64225,1517,103630,NA,NA,NA,NA,NA,NA,NA,2021-02-21,1247,3476,141,4007,204
