"TIME.sk","CONFIRMED.sk","RECOVERED.sk","DEATHS.sk","ACTIVE.sk","DATE.spb","CONFIRMED.spb","RECOVERED.spb","ACTIVE.spb","IN_HOSPITALS.spb","HOSPITALIZED_TODAY.spb","PCR_TESTS","V1.CS","V1.TODAY","V2.CS","V2.TODAY","V.REMAINING","DESIGNATED_BEDS","VENT","VR1.CS","VR1.TODAY","VR2.CS","VR2.TODAY","FREE_BEDS","OCCUPIED_BEDS_CALCULATED","WEEKLY.REPORTS.BEDS_OCCUPIED.hard","WEEKLY.REPORTS.BEDS_OCCUPIED.mid","WEEKLY.REPORTS.BEDS_OCCUPIED.lite","WEEKLY.REPORTS.BEDS_FREE","WEEKDAY.num","WEEKDAY.ru","WEEKDAY.en"
"2021-08-21 11:00:00",1665,1823,38,1909,"2021-08-21",NA,NA,28447,NA,235,26344,1439344,5989,1324191,17488,389904,6373,178,NA,NA,NA,NA,NA,4068,NA,NA,NA,NA,6,"сб","Sat"
"2021-08-22 11:15:00",1481,440,39,2911,"2021-08-22",NA,NA,28597,NA,220,23001,1445283,5939,1342347,18156,378510,6373,173,NA,NA,NA,NA,NA,4158,NA,NA,NA,NA,7,"вс","Sun"
"2021-08-23 11:45:00",691,876,38,2688,"2021-08-23",NA,NA,28678,NA,176,16430,1447715,2432,1348415,6068,373946,6373,182,NA,NA,NA,NA,NA,4281,NA,NA,NA,NA,1,"пн","Mon"
"2021-08-24 11:30:00",600,801,39,2448,"2021-08-24",NA,NA,27817,NA,160,16945,1449025,1310,1351180,2765,451303,5838,182,NA,NA,NA,NA,NA,4102,NA,NA,NA,NA,2,"вт","Tue"
"2021-08-25 11:30:00",1385,892,30,2911,"2021-08-25",NA,NA,26775,NA,251,20528,1453827,4802,1364961,13781,441096,5838,161,NA,NA,NA,NA,NA,4060,NA,NA,NA,NA,3,"ср","Wed"
"2021-08-26 11:55:00",1301,923,38,3251,"2021-08-26",NA,NA,25226,NA,247,27073,1458772,4945,1378805,13844,429792,5591,154,NA,NA,NA,NA,NA,3935,NA,NA,NA,NA,4,"чт","Thu"
"2021-08-27 11:00:00",1395,1296,33,3317,"2021-08-27",NA,NA,24538,NA,236,25778,1464017,5245,1391175,12370,488075,5591,161,NA,NA,NA,NA,NA,3820,NA,NA,NA,NA,5,"пт","Fri"
"2021-08-28 11:30:00",1406,1378,36,3309,"2021-08-28",NA,NA,24324,NA,232,25671,1469231,5214,1403717,12542,476562,5591,159,NA,NA,NA,NA,NA,3705,NA,NA,NA,NA,6,"сб","Sat"
"2021-08-29 12:00:00",1318,657,38,3932,"2021-08-29",NA,NA,24373,NA,195,25000,1474215,4984,1418016,14299,561991,5591,157,NA,NA,NA,NA,NA,3786,NA,NA,NA,NA,7,"вс","Sun"
"2021-08-30 11:30:00",549,562,35,3884,"2021-08-30",NA,NA,24162,NA,127,16346,1476252,2037,1423165,5149,557661,5591,160,NA,NA,NA,NA,NA,3912,NA,NA,NA,NA,1,"пн","Mon"
"2021-08-31 11:30:00",513,1366,31,3000,"2021-08-31",NA,NA,23236,NA,175,17877,1477339,1087,1426035,2870,635723,5591,158,NA,NA,NA,NA,NA,3815,NA,NA,NA,NA,2,"вт","Tue"
"2021-09-01 11:30:00",1312,1039,34,3239,"2021-09-01",NA,NA,22699,NA,265,22085,1481860,4521,1439618,13583,625599,5256,156,NA,NA,NA,NA,NA,3749,NA,NA,NA,NA,3,"ср","Wed"
"2021-09-02 11:30:00",1330,1296,37,3236,"2021-09-02",NA,NA,21916,NA,247,29215,1486073,4213,1451951,12333,615545,5163,147,NA,NA,NA,NA,NA,3674,NA,NA,NA,NA,4,"чт","Thu"
"2021-09-03 11:30:00",1437,1403,38,3232,"2021-09-03",NA,NA,21681,NA,259,27102,1627778,8131,1462545,10594,606829,5163,136,NA,NA,NA,NA,NA,3559,NA,NA,NA,NA,5,"пт","Fri"
"2021-09-04 11:00:00",1494,1228,35,3463,"2021-09-04",NA,NA,21898,NA,243,26803,1494083,4257,1475507,12962,597176,5163,135,NA,NA,NA,NA,NA,3522,NA,NA,NA,NA,6,"сб","Sat"
"2021-09-05 11:00:00",1357,431,36,4353,"2021-09-05",NA,NA,21869,NA,210,24455,1498236,4153,1488534,13027,651481,5163,135,NA,NA,NA,NA,NA,3579,NA,NA,NA,NA,7,"вс","Sun"
"2021-09-06 11:00:00",690,590,40,4413,"2021-09-06",NA,NA,21666,NA,176,14077,1499906,1670,1493667,5133,647128,5163,145,NA,NA,NA,NA,NA,3668,NA,NA,NA,NA,1,"пн","Mon"
"2021-09-07 11:40:00",626,859,37,4143,"2021-09-07",NA,NA,21630,NA,178,16966,1500754,848,1495904,2237,649842,5163,143,NA,NA,NA,NA,NA,3649,NA,NA,NA,NA,2,"вт","Tue"
"2021-09-08 11:45:00",1430,963,37,4573,"2021-09-08",NA,NA,21366,NA,290,20917,1503881,3127,1506578,10674,669611,5163,152,NA,NA,NA,NA,NA,3635,NA,NA,NA,NA,3,"ср","Wed"
"2021-09-09 11:30:00",1380,1138,27,4788,"2021-09-09",NA,NA,21521,NA,271,27136,1507439,3558,1517533,10955,661111,5163,137,NA,NA,NA,NA,NA,3655,NA,NA,NA,NA,4,"чт","Thu"
"2021-09-10 11:30:00",1504,1143,32,5117,"2021-09-10",NA,NA,21655,NA,288,31148,1510631,3192,1528627,11094,661111,5163,129,NA,NA,NA,NA,NA,3697,NA,NA,NA,NA,5,"пт","Fri"
"2021-09-11 11:30:00",1629,1255,39,5452,"2021-09-11",NA,NA,21771,NA,310,29285,1513802,3171,1539177,10550,649507,5163,130,NA,NA,NA,NA,NA,3613,NA,NA,NA,NA,6,"сб","Sat"
"2021-09-12 11:50:00",1597,292,42,6715,"2021-09-12",NA,NA,21830,NA,208,27939,1517322,3520,1550604,11427,640246,5163,136,NA,NA,NA,NA,NA,3635,NA,NA,NA,NA,7,"вс","Sun"
"2021-09-13 11:30:00",805,262,39,7219,"2021-09-13",NA,NA,21865,NA,166,17600,1518736,1414,1554838,4234,636563,5163,149,NA,NA,NA,NA,NA,3707,NA,NA,NA,NA,1,"пн","Mon"
"2021-09-14 11:30:00",839,702,37,7319,"2021-09-14",NA,NA,22284,NA,193,18008,1519422,686,1556932,2094,634623,5163,140,NA,NA,NA,NA,NA,3699,NA,NA,NA,NA,2,"вт","Tue"
"2021-09-15 11:15:00",1609,902,38,7988,"2021-09-15",NA,NA,22910,NA,300,22006,1522304,2882,1565916,8984,626836,5163,156,NA,NA,NA,NA,NA,3832,NA,NA,NA,NA,3,"ср","Wed"
"2021-09-16 11:30:00",1653,1017,39,8585,"2021-09-16",NA,NA,23345,NA,349,32152,1525391,3087,1575623,9707,618938,5163,153,NA,NA,NA,NA,NA,4033,NA,NA,NA,NA,4,"чт","Thu"
"2021-09-17 11:15:00",1738,1061,39,9223,"2021-09-17",NA,NA,24014,NA,333,30753,1528520,3129,1584828,9205,611039,5313,158,NA,NA,NA,NA,NA,4110,NA,NA,NA,NA,5,"пт","Fri"
"2021-09-18 11:30:00",1791,1128,36,9850,"2021-09-18",NA,NA,24678,NA,344,27869,1531364,2844,1593836,9008,603415,5313,153,NA,NA,NA,NA,NA,4183,NA,NA,NA,NA,6,"сб","Sat"
"2021-09-19 11:45:00",1834,501,40,11143,"2021-09-19",NA,NA,24718,NA,257,25656,1534800,3436,1602877,9051,595345,5313,156,NA,NA,NA,NA,NA,4215,NA,NA,NA,NA,7,"вс","Sun"
"2021-09-20 11:45:00",1137,179,37,12064,"2021-09-20",NA,NA,24959,NA,211,21170,1536151,1351,1606628,3741,613505,5313,163,NA,NA,NA,NA,NA,4372,NA,NA,NA,NA,1,"пн","Mon"
"2021-09-21 11:40:00",1060,768,42,12314,"2021-09-21",NA,NA,25258,NA,230,19308,1536888,737,1608321,1693,611924,5313,156,NA,NA,NA,NA,NA,4361,NA,NA,NA,NA,2,"вт","Tue"
"2021-09-22 11:45:00",1521,821,43,12971,"2021-09-22",NA,NA,25438,NA,333,25176,1540084,3196,1616887,8556,759137,5313,152,NA,NA,NA,NA,NA,4472,NA,NA,NA,NA,3,"ср","Wed"
"2021-09-23 11:40:00",1698,954,53,13662,"2021-09-23",NA,NA,25385,NA,355,34279,1543178,3094,1624846,7959,751986,5863,160,NA,NA,NA,NA,NA,4473,NA,NA,NA,NA,4,"чт","Thu"
"2021-09-24 11:45:00",1874,1324,59,14153,"2021-09-24",NA,NA,25828,NA,348,31107,1546543,3365,1632391,7545,744618,5863,178,NA,NA,NA,NA,NA,4522,NA,NA,NA,NA,5,"пт","Fri"
"2021-09-25 11:45:00",1907,1508,50,14502,"2021-09-25",NA,NA,26412,NA,355,28005,1550071,3528,1641321,8930,736344,5863,177,NA,NA,NA,NA,NA,4602,NA,NA,NA,NA,6,"сб","Sat"
"2021-09-26 11:30:00",2055,370,56,16131,"2021-09-26",NA,NA,26857,NA,355,27989,1553248,3177,1649300,7979,728525,5863,195,NA,NA,NA,NA,NA,4764,NA,NA,NA,NA,7,"вс","Sun"
"2021-09-27 11:30:00",1527,526,55,17077,"2021-09-27",NA,NA,27039,NA,309,17623,1554722,1474,1652961,3661,724819,5863,199,NA,NA,NA,NA,NA,4966,NA,NA,NA,NA,1,"пн","Mon"
"2021-09-28 11:30:00",1530,1850,58,16699,"2021-09-28",NA,NA,27043,NA,244,18241,1555409,687,1654830,1869,722954,5863,172,NA,NA,NA,NA,NA,4970,NA,NA,NA,NA,2,"вт","Tue"
"2021-09-29 11:45:00",1933,1890,60,16682,"2021-09-29",NA,NA,27634,NA,365,25034,1558408,2999,1662647,7184,715080,5863,193,NA,NA,NA,NA,NA,5040,NA,NA,NA,NA,3,"ср","Wed"
"2021-09-30 11:55:00",2077,1926,56,16777,"2021-09-30",NA,NA,28125,NA,484,34712,1561482,3074,1670676,8029,907435,5863,218,NA,NA,NA,NA,NA,5108,NA,NA,NA,NA,4,"чт","Thu"
"2021-10-01 11:15:00",2281,1947,55,17056,"2021-10-01",NA,NA,29322,NA,450,30967,1564774,3292,1678787,8111,899093,6852,231,NA,NA,NA,NA,NA,5274,NA,NA,NA,NA,5,"пт","Fri"
"2021-10-02 11:30:00",2494,1174,59,18317,"2021-10-02",NA,NA,30325,NA,451,31033,1568169,3395,1686749,7962,909131,6852,235,NA,NA,NA,NA,NA,5281,NA,NA,NA,NA,6,"сб","Sat"
"2021-10-03 11:45:00",2463,444,59,20277,"2021-10-03",NA,NA,30893,NA,388,27352,1571411,3242,1694976,8227,900790,6852,239,NA,NA,NA,NA,NA,5467,NA,NA,NA,NA,7,"вс","Sun"
"2021-10-04 11:45:00",2198,377,60,22038,"2021-10-04",NA,NA,31064,NA,275,18992,1572724,1313,1697908,2932,897576,6852,255,NA,NA,NA,NA,NA,5648,NA,NA,NA,NA,1,"пн","Mon"
"2021-10-05 11:30:00",1894,1567,58,22307,"2021-10-05",NA,NA,32014,NA,258,19319,1573373,649,1699274,1366,895945,6852,249,NA,NA,NA,NA,NA,5747,NA,NA,NA,NA,2,"вт","Tue"
"2021-10-06 11:30:00",2187,1675,55,22764,"2021-10-06",NA,NA,32810,NA,437,26375,1576593,3220,1706151,6877,888495,7396,249,NA,NA,NA,NA,NA,5889,NA,NA,NA,NA,3,"ср","Wed"
"2021-10-07 11:40:00",2418,1748,60,23374,"2021-10-07",NA,NA,33596,NA,505,35208,1579965,3372,1714556,8405,879958,7506,254,NA,NA,NA,NA,NA,5896,NA,NA,NA,NA,4,"чт","Thu"
"2021-10-08 11:40:00",2501,2022,61,23792,"2021-10-08",NA,NA,34631,NA,443,30795,1583387,3422,1721660,7104,871581,7906,257,NA,NA,NA,NA,NA,6083,NA,NA,NA,NA,5,"пт","Fri"
"2021-10-09 11:45:00",2717,1878,61,24570,"2021-10-09",NA,NA,35896,NA,513,31781,1586792,3405,1729074,7414,863026,8326,250,NA,NA,NA,NA,NA,6107,NA,NA,NA,NA,6,"сб","Sat"
"2021-10-10 11:20:00",2822,446,64,26882,"2021-10-10",NA,NA,36321,NA,396,26951,1591276,4484,1737667,8593,852765,8326,259,NA,NA,NA,NA,NA,6284,NA,NA,NA,NA,7,"вс","Sun"
"2021-10-11 11:30:00",2931,371,63,29379,"2021-10-11",NA,NA,36712,NA,333,23927,1593156,1880,1741554,3887,899012,8326,266,NA,NA,NA,NA,NA,6533,NA,NA,NA,NA,1,"пн","Mon"
"2021-10-12 11:30:00",2158,2459,62,29016,"2021-10-12",NA,NA,37701,NA,309,20746,1594168,1880,1743313,1759,899012,8326,269,NA,NA,NA,NA,NA,6631,NA,NA,NA,NA,2,"вт","Tue"
"2021-10-13 11:45:00",2470,1984,65,29437,"2021-10-13",NA,NA,38590,NA,436,20393,1597967,3799,1751056,7743,937615,8326,265,NA,NA,NA,NA,NA,6694,NA,NA,NA,NA,3,"ср","Wed"
"2021-10-14 11:55:00",2345,2004,67,29711,"2021-10-14",NA,NA,39497,NA,555,37231,1602611,4644,1758787,7731,927334,8326,283,NA,NA,NA,NA,NA,6863,NA,NA,NA,NA,4,"чт","Thu"
"2021-10-15 11:55:00",2632,2359,62,29922,"2021-10-15",NA,NA,40450,NA,493,34422,1606863,4252,1766778,7991,917161,8326,301,NA,NA,NA,NA,NA,6975,NA,NA,NA,NA,5,"пт","Fri"
"2021-10-16 11:15:00",3088,2245,67,30698,"2021-10-16",NA,NA,41633,NA,513,35093,1611724,4861,1776083,9305,905626,9482,299,NA,NA,NA,NA,NA,6979,NA,NA,NA,NA,6,"сб","Sat"
"2021-10-17 11:30:00",3323,924,65,33032,"2021-10-17",NA,NA,41850,NA,435,33968,1616683,4959,1785232,9149,893863,9488,313,NA,NA,NA,NA,NA,7175,NA,NA,NA,NA,7,"вс","Sun"
"2021-10-18 11:30:00",3097,340,67,35722,"2021-10-18",NA,NA,42372,NA,396,21241,1619324,2641,1789671,4439,887662,9488,324,NA,NA,NA,NA,NA,7413,NA,NA,NA,NA,1,"пн","Mon"
"2021-10-19 11:30:00",3220,3096,68,35778,"2021-10-19",NA,NA,43328,NA,354,22245,1621090,1766,1792435,2764,883697,9488,342,NA,NA,NA,NA,NA,7448,NA,NA,NA,NA,2,"вт","Tue"
"2021-10-20 11:30:00",3274,3083,62,35907,"2021-10-20",NA,NA,44116,NA,499,28340,1625828,4738,1800829,8394,844003,9488,356,NA,NA,NA,NA,NA,7523,NA,NA,NA,NA,3,"ср","Wed"
"2021-10-21 11:30:00",3280,2987,68,36132,"2021-10-21",NA,NA,44342,NA,587,40415,1632533,6705,1811029,10200,828551,9488,372,NA,NA,NA,NA,NA,7639,NA,NA,NA,NA,4,"чт","Thu"
"2021-10-22 11:30:00",3233,3123,67,36175,"2021-10-22",NA,NA,44797,NA,542,37511,1640443,7910,1823239,12210,810287,9488,393,NA,NA,NA,NA,NA,7699,NA,NA,NA,NA,5,"пт","Fri"
"2021-10-23 11:00:00",3360,2887,67,36581,"2021-10-23",NA,NA,45346,NA,572,38216,1648613,8170,1835473,12234,792659,9488,397,NA,NA,NA,NA,NA,7683,NA,NA,NA,NA,6,"сб","Sat"
"2021-10-24 11:15:00",3297,1235,69,38574,"2021-10-24",NA,NA,45327,NA,413,35994,1658290,9677,1848685,13212,771114,9488,398,NA,NA,NA,NA,NA,7656,NA,NA,NA,NA,7,"вс","Sun"
"2021-10-25 11:30:00",2693,1102,65,40100,"2021-10-25",NA,NA,45450,NA,342,23321,1663388,5098,1800829,5953,844003,9488,385,NA,NA,NA,NA,NA,7767,NA,NA,NA,NA,1,"пн","Mon"
"2021-10-26 11:30:00",2735,2929,72,39834,"2021-10-26",NA,NA,46307,NA,326,24233,1666781,3393,1857638,3000,754158,9488,379,NA,NA,NA,NA,NA,7974,NA,NA,NA,NA,2,"вт","Tue"
"2021-10-27 11:30:00",2913,3221,74,39452,"2021-10-27",NA,NA,46264,NA,528,28716,1677707,10926,1867864,10226,734647,9488,371,NA,NA,NA,NA,NA,7969,NA,NA,NA,NA,3,"ср","Wed"
"2021-10-28 11:00:00",3186,3154,70,39414,"2021-10-28",NA,NA,46313,NA,525,41225,1690559,12852,1876591,8727,714085,9488,363,NA,NA,NA,NA,NA,7870,NA,NA,NA,NA,4,"чт","Thu"
"2021-10-29 11:40:00",3452,3417,76,39373,"2021-10-29",NA,NA,46813,NA,553,39344,1703494,12935,1886216,9625,693244,9488,368,NA,NA,NA,NA,NA,7845,NA,NA,NA,NA,5,"пт","Fri"
"2021-10-30 12:05:00",3578,2604,76,40271,"2021-10-30",NA,NA,47123,NA,538,36461,1718567,15073,1894327,8111,671874,9488,386,NA,NA,NA,NA,NA,7808,NA,NA,NA,NA,6,"сб","Sat"
"2021-10-31 11:30:00",3597,1884,82,41902,"2021-10-31",NA,NA,47195,NA,504,31329,1734600,16033,1901917,7590,704202,9488,366,NA,NA,NA,NA,NA,7782,NA,NA,NA,NA,7,"вс","Sun"
"2021-11-01 11:40:00",3250,1095,85,43972,"2021-11-01",NA,NA,47729,NA,436,26535,1744330,9730,1904913,2996,692478,9488,379,NA,NA,NA,NA,NA,7989,NA,NA,NA,NA,1,"пн","Mon"
"2021-11-02 11:40:00",3066,3134,83,43821,"2021-11-02",NA,NA,46573,NA,341,24883,1751660,7330,1906403,1490,784038,9488,372,NA,NA,NA,NA,NA,7969,NA,NA,NA,NA,2,"вт","Tue"
"2021-11-03 11:45:00",3269,3326,86,43678,"2021-11-03",NA,NA,46758,NA,507,31156,1767860,16200,1912458,6055,779607,9488,365,NA,NA,NA,NA,NA,7973,NA,NA,NA,NA,3,"ср","Wed"
"2021-11-04 11:00:00",3271,3354,75,43520,"2021-11-04",NA,NA,47068,NA,472,38263,1783885,16025,1918751,6293,759732,9488,377,NA,NA,NA,NA,NA,7852,NA,NA,NA,NA,4,"чт","Thu"
"2021-11-05 11:00:00",3363,1640,89,45154,"2021-11-05",NA,NA,47868,NA,454,33347,1798517,14632,1927103,8352,738831,9488,373,NA,NA,NA,NA,NA,7959,NA,NA,NA,NA,5,"пт","Fri"
"2021-11-06 11:30:00",3138,3300,86,44906,"2021-11-06",NA,NA,48066,NA,439,22156,1806029,7512,1932761,5658,728694,9488,380,NA,NA,NA,NA,NA,7806,NA,NA,NA,NA,6,"сб","Sat"
"2021-11-07 11:00:00",2551,1357,83,46017,"2021-11-07",NA,NA,48791,NA,366,24365,1812916,6887,1939167,6406,716918,9488,387,NA,NA,NA,NA,NA,7797,NA,NA,NA,NA,7,"вс","Sun"
"2021-11-08 11:30:00",2597,1138,85,47391,"2021-11-08",NA,NA,48971,NA,314,17517,1819624,6708,1944500,5333,705986,9488,390,NA,NA,NA,NA,NA,7909,NA,NA,NA,NA,1,"пн","Mon"
"2021-11-09 11:30:00",2680,3154,88,46829,"2021-11-09",NA,NA,49292,NA,339,23546,1825601,5977,1948577,4077,696524,9488,362,NA,NA,NA,NA,NA,7875,NA,NA,NA,NA,2,"вт","Tue"
"2021-11-10 11:45:00",2942,2825,82,46864,"2021-11-10",NA,NA,49121,NA,425,32895,1837182,11581,1959562,10985,676900,9488,364,NA,NA,NA,NA,NA,7817,NA,NA,NA,NA,3,"ср","Wed"
"2021-11-11 11:40:00",3230,3118,85,46891,"2021-11-11",NA,NA,49043,NA,440,45315,1850141,12959,1971398,11836,655690,9488,374,NA,NA,NA,NA,NA,7818,NA,NA,NA,NA,4,"чт","Thu"
"2021-11-12 11:30:00",3421,3796,75,46441,"2021-11-12",NA,NA,48490,NA,390,38720,1863290,13149,1983695,12297,634271,9488,363,NA,NA,NA,NA,NA,7707,NA,NA,NA,NA,5,"пт","Fri"
"2021-11-13 11:30:00",3273,3882,70,45762,"2021-11-13",NA,NA,47888,NA,484,35245,1878134,14844,1999037,15342,608803,9488,383,NA,NA,NA,NA,NA,7562,NA,NA,NA,NA,6,"сб","Sat"
"2021-11-14 11:00:00",3144,1575,80,47251,"2021-11-14",NA,NA,47904,NA,368,32775,1894385,16251,2014848,15811,608264,9488,366,NA,NA,NA,NA,NA,7573,NA,NA,NA,NA,7,"вс","Sun"
"2021-11-15 11:40:00",2968,1144,77,48998,"2021-11-15",NA,NA,47535,NA,284,19627,1902499,8114,2021726,NA,596484,9488,371,NA,NA,NA,NA,NA,7498,NA,NA,NA,NA,1,"пн","Mon"
"2021-11-16 12:10:00",3131,3419,78,48632,"2021-11-16",NA,NA,46564,NA,242,15960,1908530,6031,2025384,3658,588292,9488,330,NA,NA,NA,NA,NA,7407,NA,NA,NA,NA,2,"вт","Tue"
"2021-11-17 11:10:00",2793,2573,84,48768,"2021-11-17",NA,NA,45557,NA,397,28458,1923245,14715,2038860,NA,566199,9488,334,NA,NA,NA,NA,NA,7217,NA,NA,NA,NA,3,"ср","Wed"
"2021-11-18 11:15:00",2645,3849,79,47485,"2021-11-18",NA,NA,44882,NA,428,32830,1937378,14133,2052908,14048,544705,8888,342,NA,NA,NA,NA,NA,7027,NA,NA,NA,NA,4,"чт","Thu"
"2021-11-19 11:15:00",2714,4425,77,45697,"2021-11-19",NA,NA,44055,NA,405,31780,1954562,17184,2067857,14949,521010,8888,346,NA,NA,NA,NA,NA,6917,NA,NA,NA,NA,5,"пт","Fri"
"2021-11-20 11:10:00",2637,4177,75,44082,"2021-11-20",NA,NA,43150,NA,429,31627,1970996,16434,2083014,15157,498203,8888,344,NA,NA,NA,NA,NA,6658,NA,NA,NA,NA,6,"сб","Sat"
"2021-11-21 11:00:00",2496,1614,74,44890,"2021-11-21",NA,NA,42765,NA,329,29256,1988823,17827,2100375,17361,475185,8888,357,NA,NA,NA,NA,NA,6739,NA,NA,NA,NA,7,"вс","Sun"
"2021-11-22 11:45:00",2215,1073,77,45955,"2021-11-22",NA,NA,42747,NA,277,16477,1997840,9017,2108890,8515,763469,8888,359,NA,NA,NA,NA,NA,6765,NA,NA,NA,NA,1,"пн","Mon"
"2021-11-23 11:40:00",1060,4837,76,42102,"2021-11-23",NA,NA,41477,NA,280,19261,2003983,6143,2113775,4885,755974,8888,320,NA,NA,NA,NA,NA,6706,NA,NA,NA,NA,2,"вт","Tue"
"2021-11-24 11:40:00",1387,3147,73,40269,"2021-11-24",NA,NA,40252,NA,368,26580,2018319,14336,2130349,16574,741686,8888,322,NA,NA,NA,NA,NA,6520,NA,NA,NA,NA,3,"ср","Wed"
"2021-11-25 11:30:00",1538,4912,65,36830,"2021-11-25",NA,NA,38642,NA,392,35762,2032616,14297,2148327,17978,721365,8149,312,NA,NA,NA,NA,NA,6217,NA,NA,NA,NA,4,"чт","Thu"
"2021-11-26 11:10:00",1704,3455,64,35015,"2021-11-26",NA,NA,37643,NA,384,32493,2045594,12978,2167358,NA,700414,8149,306,NA,NA,NA,NA,NA,5984,NA,NA,NA,NA,5,"пт","Fri"
"2021-11-27 11:30:00",1879,3316,70,33508,"2021-11-27",NA,NA,37079,NA,445,32447,2059423,13829,2183327,NA,785121,8149,298,NA,NA,NA,NA,NA,5964,NA,NA,NA,NA,6,"сб","Sat"
"2021-11-28 11:40:00",2072,1082,68,34430,"2021-11-28",NA,NA,37268,NA,332,29325,2073441,14018,2199433,16106,760970,8149,278,NA,NA,NA,NA,NA,6054,NA,NA,NA,NA,7,"вс","Sun"
"2021-11-29 11:40:00",2181,926,66,35619,"2021-11-29",NA,NA,37038,NA,249,19198,2079385,5944,2208945,13527,750682,8149,296,NA,NA,NA,NA,NA,6130,NA,NA,NA,NA,1,"пн","Mon"
"2021-11-30 11:30:00",2103,2554,69,35099,"2021-11-30",NA,NA,35886,NA,249,19868,2083896,4511,2214540,5595,742724,8149,274,NA,NA,NA,NA,NA,6009,NA,NA,NA,NA,2,"вт","Tue"
"2021-12-01 11:40:00",2419,2769,59,34690,"2021-12-01",NA,NA,34967,NA,360,28226,2094723,10827,2232572,18032,811471,7949,286,NA,NA,NA,NA,NA,5916,NA,NA,NA,NA,3,"ср","Wed"
"2021-12-02 11:30:00",2623,3106,57,34150,"2021-12-02",NA,NA,34796,NA,403,37381,2105908,11185,2250406,17834,780434,7949,289,NA,NA,NA,NA,NA,5878,NA,NA,NA,NA,4,"чт","Thu"
"2021-12-03 10:50:00",2609,4023,60,32676,"2021-12-03",NA,NA,34498,NA,417,35102,2117415,11507,2269647,19241,759121,7949,291,NA,NA,NA,NA,NA,5867,NA,NA,NA,NA,5,"пт","Fri"
