"TIME","CONFIRMED","RECOVERED","DEATHS","ACTIVE"
2021-11-15 11:40:00,2968,1144,77,48998
2021-11-16 12:10:00,3131,3419,78,48632
2021-11-17 11:10:00,2793,2573,84,48768
2021-11-18 11:15:00,2645,3849,79,47485
2021-11-19 11:15:00,2714,4425,77,45697
2021-11-20 11:10:00,2637,4177,75,44082
2021-11-21 11:00:00,2496,1614,74,44890
2021-11-22 11:45:00,2215,1073,77,45955
2021-11-23 11:40:00,1060,4837,76,42102
2021-11-24 11:40:00,1387,3147,73,40269
2021-11-25 11:30:00,1538,4912,65,36830
2021-11-26 11:10:00,1704,3455,64,35015
2021-11-27 11:30:00,1879,3316,70,33508
2021-11-28 11:40:00,2072,1082,68,34430
2021-11-29 11:40:00,2181,926,66,35619
2021-11-30 11:30:00,2103,2554,69,35099
2021-12-01 11:40:00,2419,2769,59,34690
2021-12-02 11:30:00,2623,3106,57,34150
2021-12-03 10:50:00,2609,4023,60,32676
2021-12-04 11:40:00,2528,2760,57,32387
2021-12-05 11:30:00,2420,961,61,33785
2021-12-06 11:40:00,2412,794,55,35348
2021-12-07 11:40:00,2381,3836,51,33842
2021-12-08 11:40:00,2209,3527,49,32475
2021-12-09 11:45:00,2111,2961,54,31571
2021-12-10 11:45:00,2267,2866,55,30917
2021-12-11 11:20:00,2045,2759,61,30142
2021-12-12 11:30:00,2012,1283,63,30808
2021-12-13 11:40:00,1968,687,60,32029
2021-12-14 11:40:00,1989,3098,62,30858
2021-12-15 11:40:00,2055,2426,59,30428
2021-12-16 11:40:00,1992,2424,61,29935
2021-12-17 11:40:00,1984,2213,63,29643
2021-12-18 11:30:00,1997,2348,71,29221
2021-12-19 11:00:00,1955,920,67,30189
2021-12-20 11:30:00,1958,844,64,31239
2021-12-21 11:40:00,2075,2302,66,30946
2021-12-22 11:45:00,2166,2658,60,30394
2021-12-23 11:50:00,2198,2633,55,29904
2021-12-24 11:30:00,2117,2704,55,29262
2021-12-25 11:00:00,2072,2891,52,28391
2021-12-26 11:30:00,1851,885,64,29293
2021-12-27 11:30:00,1834,901,60,30166
2021-12-28 11:30:00,1802,3182,61,28725
2021-12-29 11:30:00,1526,2729,59,27463
2021-12-30 11:45:00,1532,3236,60,25699
2021-12-31 11:30:00,1529,2468,51,24709
2022-01-01 12:00:00,1534,778,56,25409
2022-01-02 11:45:00,1468,528,57,26292
2022-01-03 11:30:00,1341,718,55,26860
2022-01-04 11:30:00,1297,1223,63,26871
2022-01-05 11:30:00,1273,1414,61,26669
2022-01-06 11:45:00,1286,1253,58,26644
2022-01-07 11:30:00,1291,1078,61,26796
2022-01-08 11:45:00,1376,880,63,27229
2022-01-09 11:45:00,1323,1228,60,27264
2022-01-10 11:30:00,1419,772,62,27849
2022-01-11 11:45:00,1512,2576,66,26719
2022-01-12 11:00:00,1659,2468,55,25855
2022-01-13 11:50:00,1839,2614,58,25022
2022-01-14 11:30:00,2708,2874,61,24795
2022-01-15 11:50:00,3314,2853,62,25194
2022-01-16 11:00:00,3958,1142,63,27947
2022-01-17 11:30:00,4132,625,65,31389
2022-01-18 11:40:00,4078,2441,64,32962
2022-01-19 11:00:00,4382,1449,62,35833
2022-01-20 13:30:00,4753,2646,60,37880
2022-01-21 12:40:00,5922,2969,45,40788
2022-01-22 11:30:00,8451,2579,58,46602
2022-01-23 11:45:00,9535,1196,65,54876
2022-01-24 12:45:00,8413,645,63,62581
2022-01-25 11:40:00,9722,2815,58,69430
2022-01-26 11:30:00,10581,3118,55,76838
2022-01-27 11:20:00,11808,3228,64,85354
2022-01-28 11:40:00,13976,3281,57,95992
2022-01-29 11:30:00,14939,2880,63,107988
2022-01-30 11:45:00,17833,1337,65,124419
2022-01-31 12:30:00,15802,1614,60,138547
2022-02-01 11:30:00,13619,4313,58,147795
2022-02-02 11:40:00,19234,4315,63,162651
2022-02-03 11:40:00,21234,6295,56,177534
2022-02-04 11:30:00,21832,6867,57,192442
2022-02-05 11:20:00,21780,6390,65,207767
2022-02-06 11:15:00,21448,5863,67,223285
2022-02-07 11:40:00,13372,3359,64,233234
2022-02-08 11:00:00,11014,9090,67,235091
2022-02-09 11:15:00,19644,11242,60,243433
2022-02-10 12:00:00,21644,15215,58,249804
2022-02-11 11:20:00,22070,20359,66,251449
2022-02-12 12:00:00,21689,15962,69,257107
2022-02-13 11:40:00,20136,10262,72,266909
2022-02-14 11:30:00,11384,7369,70,270854
2022-02-15 11:00:00,7091,22195,73,255677
2022-02-16 11:10:00,17151,24960,75,247793
2022-02-17 11:15:00,16595,27271,74,237043
2022-02-18 11:15:00,16398,28876,78,224487
2022-02-19 11:00:00,18042,24438,83,218008
2022-02-20 11:00:00,16599,9143,82,225382
2022-02-21 11:30:00,9043,6928,80,227417
2022-02-22 11:00:00,6575,21878,81,212033
2022-02-23 12:15:00,9794,25634,83,196110
2022-02-24 11:00:00,8742,6591,79,198182
2022-02-25 11:00:00,7572,20360,75,185319
2022-02-26 11:00:00,7409,23402,76,169250
2022-02-27 11:00:00,6442,7344,81,168267
2022-02-28 11:15:00,5409,5202,78,168396
2022-03-01 11:00:00,3421,19445,77,152295
2022-03-02 11:15:00,4514,20324,66,136419
2022-03-03 11:00:00,3562,17291,65,122625
2022-03-04 11:00:00,3422,9685,69,116293
2022-03-05 11:00:00,3481,9922,61,109791
2022-03-06 11:00:00,3155,11171,65,101710
2022-03-07 11:15:00,3096,9821,59,94926
2022-03-08 11:00:00,2748,2326,59,95289
2022-03-09 11:15:00,2642,2414,54,95463
2022-03-10 11:00:00,2402,10733,41,87091
2022-03-11 11:30:00,2595,13357,40,76289
2022-03-12 11:00:00,2381,7665,37,70968
2022-03-13 11:20:00,1923,1182,36,71673
2022-03-14 11:00:00,1547,1162,38,72020
2022-03-15 11:00:00,1264,6031,30,67223
2022-03-16 11:00:00,1569,6279,34,62479
2022-03-17 11:00:00,1560,5777,28,58234
2022-03-18 11:00:00,1486,4487,25,55208
2022-03-19 11:00:00,1472,3936,27,52717
2022-03-20 11:00:00,1398,1024,23,53068
2022-03-21 11:15:00,1352,508,25,53887
2022-03-22 11:00:00,1309,4567,24,50605
2022-03-23 11:00:00,1431,4319,21,47696
2022-03-24 11:00:00,1279,3762,22,45191
2022-03-25 11:15:00,1237,3320,25,43083
2022-03-26 11:00:00,1145,2272,25,41931
2022-03-27 11:00:00,1105,531,18,42487
2022-03-28 11:30:00,998,262,19,43204
2022-03-29 11:00:00,980,1959,17,42208
2022-03-30 12:20:00,1084,3741,20,39531
2022-03-31 11:00:00,931,4811,19,35632
2022-04-01 11:15:00,958,5204,19,31367
2022-04-02 11:00:00,917,4732,16,27536
2022-04-03 11:00:00,764,4798,17,23485
2022-04-04 11:15:00,759,4818,18,19408
2022-04-05 11:00:00,700,4562,19,15527
2022-04-06 12:15:00,734,2597,15,13649
2022-04-07 11:15:00,715,1938,16,12410
2022-04-08 11:00:00,743,1873,9,11271
2022-04-09 11:10:00,689,1531,14,10415
2022-04-10 11:30:00,617,816,14,10202
2022-04-11 12:30:00,609,674,12,10125
2022-04-12 12:00:00,508,1408,16,9209
2022-04-13 11:30:00,587,2566,10,7220
2022-04-14 11:30:00,604,1348,14,6462
2022-04-15 11:15:00,619,701,15,6365
2022-04-16 10:30:00,671,826,16,6194
2022-04-17 11:45:00,644,636,15,6187
2022-04-18 11:30:00,628,492,16,6307
2022-04-19 11:00:00,624,625,14,6292
2022-04-20 11:00:00,611,615,12,6276
2022-04-21 11:00:00,579,623,8,6224
2022-04-22 11:00:00,608,649,10,6173
2022-04-23 11:00:00,603,892,9,5875
2022-04-24 12:30:00,587,598,14,5850
2022-04-25 11:20:00,543,435,12,5946
2022-04-26 11:00:00,467,828,11,5574
2022-04-27 11:00:00,510,626,14,5444
2022-04-28 11:00:00,487,715,16,5200
2022-04-29 11:00:00,477,569,16,5092
2022-04-30 11:30:00,492,494,14,5076
2022-05-01 11:00:00,421,353,16,5128
2022-05-02 11:50:00,393,395,13,5113
2022-05-03 11:00:00,356,357,15,5097
2022-05-04 11:00:00,328,329,12,5084
2022-05-05 11:00:00,349,488,15,4930
2022-05-06 11:00:00,364,471,12,4811
2022-05-07 11:00:00,357,410,9,4749
2022-05-08 11:00:00,373,374,14,4734
2022-05-09 12:30:00,312,374,12,4660
2022-05-10 11:30:00,309,316,15,4638
2022-05-11 11:00:00,304,344,14,4584
2022-05-12 11:30:00,321,660,11,4234
2022-05-13 11:00:00,337,549,12,4010
2022-05-14 11:00:00,315,424,13,3888
2022-05-15 11:00:00,358,358,13,3875
2022-05-16 11:30:00,334,285,10,3914
2022-05-17 12:15:00,326,730,11,3499
2022-05-18 15:10:00,361,748,8,3104
2022-05-19 11:15:00,352,489,9,2958
2022-05-20 11:10:00,357,473,11,2831
2022-05-21 11:00:00,339,467,11,2692
2022-05-22 11:00:00,318,101,10,2899
2022-05-23 11:30:00,307,37,9,3160
2022-05-24 11:30:00,304,224,7,3233
2022-05-25 11:00:00,326,513,10,3036
2022-05-26 11:00:00,293,398,10,2921
2022-05-27 11:00:00,317,344,11,2883
2022-05-28 11:00:00,273,352,9,2795
2022-05-29 11:00:00,257,72,12,2968
2022-05-30 11:10:00,253,65,11,3145
2022-05-31 11:00:00,248,414,10,2969
